lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,mesh_idx,strike_slip_rate,dip_slip_rate
138.172,33.8778,-2.361536,138.323,33.8578,0.0,138.306,33.951,-2.0562268,0,-25.223091239537000,54.39284935151660
138.196,33.9813,-4.399173,138.172,33.8778,-2.361536,138.306,33.951,-2.0562268,0,-26.38734304770180,55.65944706317990
135.578,32.9932,-10.0,135.737,32.9009,-6.2419356,135.735,33.0264,-10.0,0,-8.349963875938050,12.836325177319200
134.572,32.7916,-7.9957555,134.732,32.7867,-5.9231571,134.66,32.9281,-8.3832364,0,5.894455411276840,56.89318599812870
134.767,32.6697,-4.4228778,134.732,32.7867,-5.9231571,134.629,32.6546,-6.0674101,0,4.422513555140350,46.481613701055900
134.732,32.7867,-5.9231571,134.572,32.7916,-7.9957555,134.629,32.6546,-6.0674101,0,10.40230112787980,53.68138061528500
134.66,32.9281,-8.3832364,134.732,32.7867,-5.9231571,134.827,32.923,-7.3268474,0,-3.7019543140294500,52.33066336364590
136.3,32.9307,-3.6184138,136.224,32.7769,0.0,136.382,32.8023,0.0,0,-22.25035891689880,33.460808487557800
136.467,32.9296,-2.3557651,136.3,32.9307,-3.6184138,136.382,32.8023,0.0,0,-26.841165279325600,41.67780513561330
136.418,33.0346,-4.734129,136.3,32.9307,-3.6184138,136.467,32.9296,-2.3557651,0,-29.422747451185900,43.73051240580920
135.126,32.6839,-1.8078754,135.146,32.5921,0.0,135.283,32.6105,0.0,0,-27.016056151038400,-10.176956212887200
135.126,32.6839,-1.8078754,135.033,32.731,-2.9881084,135.042,32.6511,-1.6497646,0,-29.166023617278100,4.813028549956410
134.709,32.2522,0.0,134.596,32.3207,-2.4776283,134.561,32.1984,0.0,0,9.400820553826270,0.6411608962899870
134.709,32.2522,0.0,134.728,32.3912,-2.1533578,134.596,32.3207,-2.4776283,0,6.543619853730840,4.029881184354500
134.728,32.3912,-2.1533578,134.598,32.4656,-4.521741,134.596,32.3207,-2.4776283,0,9.975184684074200,14.960172483606100
137.074,33.1897,-1.77536,137.214,33.2611,-2.1518443,137.039,33.2743,-3.9489243,0,-21.17158001551450,52.855711954282400
137.202,33.1595,0.0,137.349,33.2139,0.0,137.214,33.2611,-2.1518443,0,-24.94875836710510,54.96775797467560
137.214,33.2611,-2.1518443,137.074,33.1897,-1.77536,137.202,33.1595,0.0,0,-23.031891915537400,55.001068576626100
138.499,34.3099,0.0,138.55,34.41,0.0,138.406,34.3354,-4.9582094,0,-5.715190148871970,34.87283650497810
138.503,34.2264,0.0,138.499,34.3099,0.0,138.406,34.3354,-4.9582094,0,-7.816602191654940,38.44497197510970
133.836,32.1868,-10.0,133.982,32.136,-6.5575368,133.96,32.2734,-10.0,0,28.80363599524670,29.21140821096920
134.196,32.1115,-2.3687463,134.117,32.2049,-5.8910232,134.092,32.0476,-2.749328,0,22.674667342686600,-0.7076430336709160
133.982,32.136,-6.5575368,134.092,32.0476,-2.749328,134.117,32.2049,-5.8910232,0,24.756220755389500,4.634293662884060
134.173,31.9849,0.0,134.196,32.1115,-2.3687463,134.092,32.0476,-2.749328,0,20.68637026005310,-13.38731030376880
134.092,32.0476,-2.749328,133.982,32.136,-6.5575368,133.949,31.9922,-3.3149433,0,24.69454017534540,-5.7051993904762100
133.629,31.696,0.0,133.768,31.7644,0.0,133.66,31.8223,-2.7734885,0,28.501475101285700,5.828802615268940
134.66,32.9281,-8.3832364,134.785,33.0439,-10.0,134.627,33.022,-10.0,0,-6.092081217579410,53.903929844494000
132.836,31.7612,-10.0,132.984,31.6535,-6.8058928,132.986,31.8078,-10.0,0,26.670875843889500,31.04901663021440
132.984,31.6535,-6.8058928,132.836,31.7612,-10.0,132.876,31.6201,-7.1720434,0,27.202024346844500,22.68019307673700
134.748,32.5453,-3.6769105,134.728,32.3912,-2.1533578,134.883,32.4746,-1.4920618,0,-2.4553496597183300,12.52648476418370
134.728,32.3912,-2.1533578,134.748,32.5453,-3.6769105,134.598,32.4656,-4.521741,0,6.542643029166940,20.521905609550500
136.317,33.264,-10.0,136.317,33.0998,-6.9058519,136.433,33.172,-7.2518423,0,-28.75605437592190,35.410421399941100
136.317,33.0998,-6.9058519,136.317,33.264,-10.0,136.17,33.2075,-10.0,0,-29.937630689079200,34.135350781667500
134.901,32.6858,-3.0367079,134.767,32.6697,-4.4228778,134.847,32.5963,-2.7409163,0,-10.177248302332500,28.621831052402000
132.984,31.5299,-4.9496297,132.849,31.519,-6.4555701,132.941,31.4353,-4.6884757,0,26.557299475756100,14.91575515436790
132.876,31.6201,-7.1720434,132.849,31.519,-6.4555701,132.984,31.5299,-4.9496297,0,26.952334122389000,16.214419873635400
136.738,33.1893,-4.9184762,136.746,33.0426,-2.2961115,136.873,33.0946,-2.3962722,0,-20.595204962075100,54.587856204674300
136.601,33.0906,-4.4967302,136.746,33.0426,-2.2961115,136.738,33.1893,-4.9184762,0,-22.299610018269900,51.9334071761311
136.606,33.385,-10.0,136.754,33.3139,-7.3437822,136.723,33.4797,-10.0,0,-6.604350500543720,28.247486082528500
136.587,33.2448,-7.3703064,136.754,33.3139,-7.3437822,136.606,33.385,-10.0,0,-11.052364109554700,32.16358516894970
136.468,33.3142,-10.0,136.587,33.2448,-7.3703064,136.606,33.385,-10.0,0,-13.898424399347400,30.189343029336900
133.372,31.5611,0.0,133.231,31.5642,-2.3806239,133.262,31.3855,0.0,0,29.999360713902000,42.72493295096600
133.231,31.5642,-2.3806239,133.12,31.5311,-3.4678016,133.262,31.3855,0.0,0,29.59224941053010,41.84972960030010
137.488,33.7704,-7.2298294,137.342,33.7108,-7.7136038,137.463,33.5829,-4.9474332,0,-29.532526304487600,55.64322231178300
137.342,33.7108,-7.7136038,137.302,33.601,-6.626824,137.463,33.5829,-4.9474332,0,-29.998831880978500,54.072815635172300
135.033,32.731,-2.9881084,135.103,32.7916,-4.259496,134.979,32.862,-5.8456225,0,-28.41071862863740,17.2368396788685
135.243,32.7969,-4.8063521,135.103,32.7916,-4.259496,135.126,32.6839,-1.8078754,0,-29.999612043333900,1.502789202204860
135.103,32.7916,-4.259496,135.033,32.731,-2.9881084,135.126,32.6839,-1.8078754,0,-29.999468278768500,6.691886175226010
132.468,30.6666,-4.3067777,132.375,30.7439,-6.6960409,132.305,30.6535,-7.7626243,0,17.481259673698200,-18.368540553598700
